Timestamp,Date,Time,Emotion,Score
1770232042.8342159,2026-02-05,00:37:22,fear,0.2359
1770232043.2935398,2026-02-05,00:37:23,fear,0.2355
1770232043.8102894,2026-02-05,00:37:23,fear,0.2347
1770232044.3242269,2026-02-05,00:37:24,fear,0.2489
1770232044.7598894,2026-02-05,00:37:24,fear,0.2400
1770232045.1931145,2026-02-05,00:37:25,fear,0.2058
1770232045.7144492,2026-02-05,00:37:25,fear,0.2034
1770232046.2431483,2026-02-05,00:37:26,fear,0.2333
1770232046.7601993,2026-02-05,00:37:26,fear,0.3283
1770232047.2538228,2026-02-05,00:37:27,sad,0.3969
1770232047.7761817,2026-02-05,00:37:27,neutral,0.4962
1770232048.2840521,2026-02-05,00:37:28,happy,0.9755
1770232048.7951071,2026-02-05,00:37:28,happy,0.9631
1770232049.2702858,2026-02-05,00:37:29,happy,0.9650
1770232049.8745346,2026-02-05,00:37:29,happy,0.9642
1770232050.328635,2026-02-05,00:37:30,happy,0.9737
1770232050.6839147,2026-02-05,00:37:30,happy,0.9776
1770232051.1977715,2026-02-05,00:37:31,happy,0.9798
1770232051.7434137,2026-02-05,00:37:31,happy,0.9743
1770232052.220147,2026-02-05,00:37:32,happy,0.9783
1770232052.6800792,2026-02-05,00:37:32,happy,0.9800
1770232053.1828122,2026-02-05,00:37:33,happy,0.9828
1770232053.6449409,2026-02-05,00:37:33,happy,0.9777
1770232054.3631353,2026-02-05,00:37:34,happy,0.9666
1770232054.8529074,2026-02-05,00:37:34,happy,0.9733
1770232055.1586554,2026-02-05,00:37:35,happy,0.9800
1770232055.6619399,2026-02-05,00:37:35,happy,0.9763
1770232056.1767695,2026-02-05,00:37:36,happy,0.9652
1770232056.6618998,2026-02-05,00:37:36,happy,0.9819
1770232057.191945,2026-02-05,00:37:37,happy,0.9776
1770232057.5976093,2026-02-05,00:37:37,happy,0.9488
1770232058.1468525,2026-02-05,00:37:38,happy,0.9104
1770232058.7460678,2026-02-05,00:37:38,sad,0.2436
1770232059.282206,2026-02-05,00:37:39,happy,0.2792
1770232059.7355435,2026-02-05,00:37:39,happy,0.3021
1770232060.1385407,2026-02-05,00:37:40,fear,0.2490
1770232060.7425108,2026-02-05,00:37:40,happy,0.3357
1770232061.2732446,2026-02-05,00:37:41,fear,0.2323
1770232061.695575,2026-02-05,00:37:41,fear,0.2296
1770232062.1688905,2026-02-05,00:37:42,fear,0.3092
1770232062.673381,2026-02-05,00:37:42,fear,0.2320
1770232063.2601333,2026-02-05,00:37:43,fear,0.3202
1770232063.734394,2026-02-05,00:37:43,sad,0.2002
1770232064.1243355,2026-02-05,00:37:44,happy,0.3733
1770232064.7023885,2026-02-05,00:37:44,happy,0.9571
1770232065.264272,2026-02-05,00:37:45,neutral,0.7586
1770232065.6742861,2026-02-05,00:37:45,happy,0.7640
1770232066.1403186,2026-02-05,00:37:46,happy,0.6534
1770232066.683079,2026-02-05,00:37:46,happy,0.6545
1770232067.214319,2026-02-05,00:37:47,happy,0.6676
1770232067.7235548,2026-02-05,00:37:47,happy,0.4707
1770232068.2886105,2026-02-05,00:37:48,happy,0.4847
1770232068.7753067,2026-02-05,00:37:48,happy,0.9448
1770232069.2952826,2026-02-05,00:37:49,happy,0.9274
1770232069.8512342,2026-02-05,00:37:49,happy,0.9558
1770232070.3910613,2026-02-05,00:37:50,happy,0.9739
1770232072.4600308,2026-02-05,00:37:52,happy,0.9719
1770232073.941312,2026-02-05,00:37:53,happy,0.9683
1770232074.2931075,2026-02-05,00:37:54,happy,0.9717
1770232074.7322364,2026-02-05,00:37:54,happy,0.9773
1770232075.243287,2026-02-05,00:37:55,happy,0.9690
1770232075.6686034,2026-02-05,00:37:55,happy,0.9795
1770232076.187542,2026-02-05,00:37:56,happy,0.9762
1770232076.78008,2026-02-05,00:37:56,happy,0.9789
1770232077.3622153,2026-02-05,00:37:57,happy,0.9483
1770232077.9479709,2026-02-05,00:37:57,happy,0.9112
1770232078.3086624,2026-02-05,00:37:58,happy,0.9684
1770232078.7957227,2026-02-05,00:37:58,happy,0.9607
1770232079.2002144,2026-02-05,00:37:59,happy,0.9594
1770232079.7734883,2026-02-05,00:37:59,happy,0.9605
1770232080.340034,2026-02-05,00:38:00,happy,0.9721
1770232080.831964,2026-02-05,00:38:00,happy,0.9725
1770232081.1921453,2026-02-05,00:38:01,happy,0.9685
